episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
355,-200,0,200,0,0
356,-155,0,56,0,0
357,-215,0,116,0,0
358,-161,0,62,0,0
359,-120,0,21,0,0
360,-195,0,96,0,0
361,-106,0,7,0,0
362,-114,0,15,0,0
363,-124,0,25,0,0
364,-142,0,43,0,0
365,-176,0,77,0,0
366,-188,0,89,0,0
367,-200,0,200,0,0
368,-242,0,143,0,0
369,-114,0,15,0,0
370,-200,0,101,0,0
371,-155,0,56,0,0
372,-260,0,161,0,0
373,-279,0,180,0,0
374,-108,0,9,0,0
375,-123,0,24,0,0
376,-155,0,56,0,0
377,-105,0,6,0,0
378,-195,0,96,0,0
379,-200,0,200,0,0
380,-127,0,28,0,0
381,-189,0,90,0,0
382,-135,0,36,0,0
383,-109,0,10,0,0
384,-176,0,77,0,0
385,-184,0,85,0,0
386,-160,0,61,0,0
387,-158,0,59,0,0
388,-119,0,20,0,0
389,-115,0,16,0,0
390,-296,0,197,0,0
391,-208,0,109,0,0
392,-121,0,22,0,0
393,-123,0,24,0,0
394,-103,0,4,0,0
395,-108,0,9,0,0
396,-227,0,128,0,0
397,-117,0,18,0,0
398,-200,0,200,0,0
399,-120,0,21,0,0
400,-106,0,7,0,0
401,-149,0,50,0,0
402,-127,0,28,0,0
403,-271,0,172,0,0
404,-224,0,125,0,0
405,-139,0,40,0,0
406,-153,0,54,0,0
407,-108,0,9,0,0
408,-125,0,26,0,0
409,-171,0,72,0,0
410,-137,0,38,0,0
411,-121,0,22,0,0
412,-198,0,99,0,0
413,-200,0,200,0,0
414,-119,0,20,0,0
415,-114,0,15,0,0
416,-169,0,70,0,0
417,-126,0,27,0,0
418,-191,0,92,0,0
419,-106,0,7,0,0
420,-149,0,50,0,0
421,-174,0,75,0,0
422,-184,0,85,0,0
423,-168,0,69,0,0
424,-143,0,44,0,0
425,-161,0,62,0,0
426,-108,0,9,0,0
427,-145,0,46,0,0
428,-262,0,163,0,0
429,-158,0,59,0,0
430,-198,0,99,0,0
431,-154,0,55,0,0
432,-200,0,200,0,0
433,-114,0,15,0,0
434,-200,0,200,0,0
435,-115,0,16,0,0
436,-214,0,115,0,0
437,-200,0,200,0,0
438,-152,0,53,0,0
439,-134,0,35,0,0
440,-174,0,75,0,0
441,-109,0,10,0,0
442,-105,0,6,0,0
443,-106,0,7,0,0
444,-119,0,20,0,0
445,-193,0,94,0,0
446,-183,0,84,0,0
447,-258,0,159,0,0
448,-137,0,38,0,0
449,-258,0,159,0,0
450,-129,0,30,0,0
451,-120,0,21,0,0
452,-110,0,11,0,0
453,-200,0,101,0,0
454,-161,0,62,0,0
455,-221,0,122,0,0
456,-268,0,169,0,0
457,-284,0,185,0,0
458,-105,0,6,0,0
459,-105,0,6,0,0
460,-151,0,52,0,0
461,-175,0,76,0,0
462,-144,0,45,0,0
463,-203,0,104,0,0
464,-148,0,49,0,0
465,-158,0,59,0,0
466,-234,0,135,0,0
467,-135,0,36,0,0
468,-109,0,10,0,0
469,-211,0,112,0,0
470,-151,0,52,0,0
471,-113,0,14,0,0
472,-121,0,22,0,0
473,-279,0,180,0,0
474,-161,0,62,0,0
475,-188,0,89,0,0
476,-120,0,21,0,0
477,-106,0,7,0,0
478,-103,0,4,0,0
479,-173,0,74,0,0
480,-122,0,23,0,0
481,-119,0,20,0,0
482,-225,0,126,0,0
483,-200,0,200,0,0
484,-200,0,200,0,0
485,-189,0,90,0,0
486,-123,0,24,0,0
487,-122,0,23,0,0
488,-119,0,20,0,0
489,-172,0,73,0,0
490,-154,0,55,0,0
491,-150,0,51,0,0
492,-185,0,86,0,0
493,-114,0,15,0,0
494,-138,0,39,0,0
495,-104,0,5,0,0
496,-120,0,21,0,0
497,-103,0,4,0,0
498,-200,0,200,0,0
499,-140,0,41,0,0
500,-154,0,55,0,0
501,-200,0,200,0,0
502,-125,0,26,0,0
503,-133,0,34,0,0
504,-102,0,3,0,0
505,-162,0,63,0,0
506,-128,0,29,0,0
507,-200,0,200,0,0
508,-210,0,111,0,0
509,-267,0,168,0,0
510,-171,0,72,0,0
511,-296,0,197,0,0
512,-137,0,38,0,0
513,-138,0,39,0,0
514,-112,0,13,0,0
515,-186,0,87,0,0
516,-102,0,3,0,0
517,-126,0,27,0,0
518,-187,0,88,0,0
519,301,1,200,0,0
520,-158,0,59,0,0
521,-112,0,13,0,0
522,-291,0,192,0,0
523,-104,0,5,0,0
524,-106,0,7,0,0
525,-124,0,25,0,0
526,-147,0,48,0,0
527,-114,0,15,0,0
528,-115,0,16,0,0
529,-200,0,200,0,0
530,-139,0,40,0,0
531,-151,0,52,0,0
532,-136,0,37,0,0
533,-126,0,27,0,0
534,-160,0,61,0,0
535,-105,0,6,0,0
536,-240,0,141,0,0
537,-106,0,7,0,0
538,-147,0,48,0,0
539,-296,0,197,0,0
540,-184,0,85,0,0
541,-186,0,87,0,0
542,-181,0,82,0,0
543,-267,0,168,0,0
544,-108,0,9,0,0
545,-123,0,24,0,0
546,-153,0,54,0,0
547,-192,0,93,0,0
548,-152,0,53,0,0
549,-123,0,24,0,0
550,-124,0,25,0,0
551,-135,0,36,0,0
552,-140,0,41,0,0
553,-131,0,32,0,0
554,-109,0,10,0,0
555,-136,0,37,0,0
556,-137,0,38,0,0
557,-138,0,39,0,0
558,-148,0,49,0,0
559,-158,0,59,0,0
560,-119,0,20,0,0
561,-290,0,191,0,0
562,-125,0,26,0,0
563,-200,0,200,0,0
